Sample,x,y
2,426.42,80.704529
2,427.8,78.974823
2,429.18,77.330078
2,430.56,73.011002
2,431.94,69.85434
2,433.32,64.266304
2,434.7,59.273777
2,436.08,54.384491
2,437.46,53.459595
2,438.84,52.804626
2,440.22,52.297745
2,441.6,51.896072
2,442.98,51.545944
2,444.36,40.377464
2,445.74,32.146076
2,447.12,22.810385
2,448.5,13.009653
2,449.88,5.005903
2,451.26,0.917987
2,452.64,-4.628119
2,454.02,-8.661025
2,455.4,-14.05058
2,456.78,-19.710979
2,458.16,-22.577066
2,459.54,-27.575169
2,460.92,-27.527969
2,462.3,-27.470409
2,463.68,-27.408367
2,465.06,-27.347157
2,466.44,-27.290833
2,467.82,-27.242367
2,469.2,-27.206261
2,470.58,-27.192528
2,471.96,-27.2244
2,473.34,-27.352921
2,474.72,-27.688553
2,476.1,-28.443924
2,477.48,-35.274258
2,478.86,-40.143635
2,480.24,-45.841824
2,481.62,-52.500191
2,483,-55.602581
2,484.38,-60.459225
2,485.76,-59.686501
2,487.14,-58.950241
2,488.52,-58.389587
2,489.9,-58.036217
2,491.28,-57.849308
